Time	LIT0_freq	LIT1_freq	LIT2_freq	LIT3_freq	MID4_freq	MID5_freq	BIG6_freq	BIG7_freq	LIT0_util	LIT1_util	LIT2_util	LIT3_util	MID4_util	MID5_util	BIG6_util	BIG7_util	MIF_Freq	GPU_Freq	GPU_Load	BIG	MID	LITTLE	LIT_state	MID_state	BIG_state	GPU_state	TPU_state	batt_volt	batt_curr	LIT0_governer	LIT1_governer	LIT2_governer	LIT3_governer	MID4_governer	MID5_governer	BIG6_governer	BIG7_governer	LIT0_fw_freq	MID4_fw_freq	BIG6_fw_freq	EOL
183	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	100	0	0	0	421000	202	0	40000	40000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
184	300000	300000	300000	300000	400000	400000	2850000	2850000	100	0	0	0	0	0	0	0	421000	202	0	40000	40000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
185	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	40000	40000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
186	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	100	0	0	0	421000	202	0	40000	40000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
187	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	40000	41000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
188	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	40000	41000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
189	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	100	0	0	0	421000	202	0	40000	41000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
190	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	50	0	0	0	421000	202	0	40000	41000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
191	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	100	0	0	0	421000	202	0	40000	41000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
192	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	100	0	0	0	421000	202	0	40000	41000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
193	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	100	0	0	0	421000	202	0	40000	41000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
194	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	40000	40000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
195	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	40000	40000	40000	0	0	0	0	0	4339218	-2500	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	sched_pixel	300000	400000	2850000	EOL
